"Id"	"Pk"	"RT"	"Area"	"Ref"	"CAS"	"Qual"
"LibSrch_10"	1	5.275	2.44	15500	"000127-91-3"	97
"LibSrch_10"	2	5.347	2.37	15721	"018172-67-3"	95
"LibSrch_10"	3	5.556	0.82	15517	"007785-70-8"	94
"LibSrch_10"	4	5.756	0.88	15500	"000127-91-3"	96
"LibSrch_10"	5	5.796	1.9	15517	"007785-70-8"	94
"LibSrch_10"	6	6.293	0.81	15704	"003387-41-5"	91
"LibSrch_10"	7	7.487	47.46	15485	"013466-78-9"	93
"LibSrch_10"	8	7.976	6.83	15686	"000099-85-4"	93
"LibSrch_10"	9	8.441	1.52	15515	"007785-70-8"	91
"LibSrch_10"	10	8.689	1.05	15483	"000138-86-3"	89
"LibSrch_10"	11	8.754	2.05	15493	"005989-27-5"	86
"LibSrch_10"	12	9.05	9.32	15673	"053282-47-6"	72
"LibSrch_10"	13	9.299	1.47	15678	"000099-85-4"	87
"LibSrch_10"	14	9.507	1.35	15700	"000498-15-7"	81
"LibSrch_10"	15	9.539	1.02	15686	"000099-85-4"	76
"LibSrch_10"	16	9.627	2.82	15665	"000586-62-9"	98
"LibSrch_10"	17	9.667	12.06	15648	"000554-61-0"	95
"LibSrch_10"	18	9.748	0.96	15477	"029714-87-2"	94
"LibSrch_10"	19	10.084	2.87	16250	"000099-89-8"	97
"LibSrch_10"	1	5.275	2.44	16258	"000618-45-1"	91
"LibSrch_10"	2	5.347	2.37	16255	"000618-45-1"	91
"LibSrch_10"	3	5.556	0.82	56274	"000076-49-3"	97
"LibSrch_10"	4	5.756	0.88	56372	"092618-89-8"	95
"LibSrch_10"	5	5.796	1.9	56390	"005655-61-8"	94
"LibSrch_10"	6	6.293	0.81	62286	"017699-14-8"	95
"LibSrch_10"	7	7.487	47.46	62285	"017699-14-8"	91
"LibSrch_10"	8	7.976	6.83	62283	"017699-14-8"	91
"LibSrch_10"	9	8.441	1.52	62244	"003856-25-5"	96
"LibSrch_10"	10	8.689	1.05	62245	"003856-25-5"	89
"LibSrch_10"	11	8.754	2.05	62286	"017699-14-8"	81
"LibSrch_10"	12	9.05	9.32	62563	"013744-15-5"	98
"LibSrch_10"	13	9.299	1.47	62562	"013744-15-5"	95
"LibSrch_10"	14	9.507	1.35	62379	"150320-52-8"	89
"LibSrch_10"	15	9.539	1.02	62264	"000087-44-5"	83
"LibSrch_10"	16	9.627	2.82	62261	"000087-44-5"	68
"LibSrch_10"	17	9.667	12.06	62431	"000118-65-0"	64
"LibSrch_10"	18	9.748	0.96	62361	"1000062-61-9"	95
"LibSrch_10"	19	10.084	2.87	62311	"006753-98-6"	95
"LibSrch_10"	1	5.275	2.44	15615	"003338-55-4"	91
"LibSrch_10"	2	5.347	2.37	62470	"031983-22-9"	99
"LibSrch_10"	3	5.556	0.82	62471	"031983-22-9"	95
"LibSrch_10"	4	5.756	0.88	62409	"000483-75-0"	95
"LibSrch_10"	5	5.796	1.9	62379	"150320-52-8"	93
"LibSrch_10"	6	6.293	0.81	62525	"030021-74-0"	93
"LibSrch_10"	7	7.487	47.46	62563	"013744-15-5"	91
"LibSrch_10"	8	7.976	6.83	62441	"000483-76-1"	97
"LibSrch_10"	9	8.441	1.52	62439	"000483-76-1"	95
"LibSrch_10"	10	8.689	1.05	62440	"000483-76-1"	95
"LibSrch_10"	11	8.754	2.05	62330	"054324-03-7"	62
"LibSrch_10"	12	9.05	9.32	62523	"039029-41-9"	60
"LibSrch_10"	13	9.299	1.47	62517	"039029-41-9"	60
"LibSrch_10"	14	9.507	1.35	62408	"016728-99-7"	93
"LibSrch_10"	15	9.539	1.02	62407	"016728-99-7"	90
"LibSrch_10"	16	9.627	2.82	62520	"000469-61-4"	68
"LibSrch_10"	17	9.667	12.06	76518	"072120-50-4"	95
"LibSrch_10"	18	9.748	0.96	62445	"005951-67-7"	51
"LibSrch_10"	19	10.084	2.87	62441	"000483-76-1"	48
"LibSrch_11"	1	3.159	0.15	1518	"000075-09-2"	64
"LibSrch_11"	2	4.778	0.22	1519	"000075-09-2"	50
"LibSrch_11"	3	4.866	0.16	1516	"000075-09-2"	38
"LibSrch_11"	4	5.283	1.05	15517	"007785-70-8"	55
"LibSrch_11"	5	5.339	0.85	15570	"013877-91-3"	53
"LibSrch_11"	6	5.564	0.46	15545	"005208-50-4"	46
"LibSrch_11"	7	5.628	0.38	15517	"007785-70-8"	35
"LibSrch_11"	8	5.764	0.54	15707	"002437-95-8"	35
"LibSrch_11"	9	5.804	0.75	15616	"003779-61-1"	35
"LibSrch_11"	10	6.301	0.16	15704	"003387-41-5"	91
"LibSrch_11"	11	7.495	76.12	15721	"018172-67-3"	91
"LibSrch_11"	12	7.976	4.02	15655	"000099-84-3"	91
"LibSrch_11"	13	9.05	6.62	15704	"003387-41-5"	93
"LibSrch_11"	14	9.299	0.75	15605	"029548-02-5"	90
"LibSrch_11"	15	9.467	0.76	15500	"000127-91-3"	90
"LibSrch_11"	16	9.587	0.22	15480	"013466-78-9"	93
"LibSrch_11"	17	9.635	0.71	15514	"007785-26-4"	90
"LibSrch_11"	18	9.732	0.18	15515	"007785-70-8"	90
"LibSrch_11"	19	10.084	1.16	15517	"007785-70-8"	86
"LibSrch_11"	20	10.485	0.17	15685	"000099-85-4"	80
"LibSrch_11"	21	10.725	3.34	15515	"007785-70-8"	74
"LibSrch_11"	22	13.282	0.19	15483	"000138-86-3"	90
"LibSrch_11"	23	13.739	0.39	15703	"007705-14-8"	83
"LibSrch_11"	24	14.34	0.22	15494	"005989-27-5"	78
"LibSrch_11"	25	15.19	0.23	15517	"007785-70-8"	83
"LibSrch_11"	26	15.655	0.18	15509	"000123-35-3"	70
"LibSrch_11"	1	3.159	0.15	15700	"000498-15-7"	52
"LibSrch_11"	2	4.778	0.22	15597	"028935-76-4"	55
"LibSrch_11"	3	4.866	0.16	15708	"000499-03-6"	46
"LibSrch_11"	4	5.283	1.05	43001	"1000185-13-4"	46
"LibSrch_11"	5	5.339	0.85	16250	"000099-89-8"	97
"LibSrch_11"	6	5.564	0.46	16258	"000618-45-1"	94
"LibSrch_11"	7	5.628	0.38	16256	"000099-89-8"	91
"LibSrch_11"	8	5.764	0.54	56274	"000076-49-3"	97
"LibSrch_11"	9	5.804	0.75	56372	"092618-89-8"	96
"LibSrch_11"	10	6.301	0.16	56390	"005655-61-8"	94
"LibSrch_11"	11	7.495	76.12	62261	"000087-44-5"	98
"LibSrch_11"	12	7.976	4.02	62432	"000118-65-0"	83
"LibSrch_11"	13	9.05	6.62	62264	"000087-44-5"	58
"LibSrch_11"	14	9.299	0.75	15615	"003338-55-4"	95
"LibSrch_11"	15	9.467	0.76	62311	"006753-98-6"	95
"LibSrch_11"	16	9.587	0.22	15570	"013877-91-3"	94
"LibSrch_11"	17	9.635	0.71	62218	"1000210-81-9"	50
"LibSrch_11"	18	9.732	0.18	51538	"061477-41-6"	44
"LibSrch_11"	19	10.084	1.16	62307	"060909-27-5"	42
"LibSrch_11"	20	10.485	0.17	62526	"022567-17-5"	90
"LibSrch_11"	21	10.725	3.34	62550	"067843-59-8"	60
"LibSrch_11"	22	13.282	0.19	62537	"025246-27-9"	58
"LibSrch_11"	23	13.739	0.39	62441	"000483-76-1"	94
"LibSrch_11"	24	14.34	0.22	62440	"000483-76-1"	93
"LibSrch_11"	25	15.19	0.23	62258	"041702-63-0"	90
"LibSrch_11"	26	15.655	0.18	62257	"001405-16-9"	64
"LibSrch_11"	1	3.159	0.15	62415	"000483-75-0"	45
"LibSrch_11"	2	4.778	0.22	15621	"016609-28-2"	43
"LibSrch_11"	3	4.866	0.16	62379	"150320-52-8"	74
"LibSrch_11"	4	5.283	1.05	76518	"072120-50-4"	53
"LibSrch_11"	5	5.339	0.85	62421	"023986-74-5"	47
"LibSrch_11"	6	5.564	0.46	62465	"006813-21-4"	53
"LibSrch_11"	7	5.628	0.38	62532	"020071-49-2"	53
"LibSrch_11"	8	5.764	0.54	62304	"1000159-39-0"	50
"LibSrch_11"	9	5.804	0.75	62527	"022567-17-5"	70
"LibSrch_11"	10	6.301	0.16	62534	"000489-29-2"	64
"LibSrch_11"	11	7.495	76.12	62532	"020071-49-2"	64
"LibSrch_11"	12	7.976	4.02	115468	"001686-67-5"	62
"LibSrch_11"	13	9.05	6.62	115469	"001686-67-5"	53
"LibSrch_11"	14	9.299	0.75	115477	"1000326-16-3"	53
"LibSrch_11"	15	9.467	0.76	133805	"000150-86-7"	50
"LibSrch_11"	16	9.587	0.22	27871	"023283-97-8"	43
"LibSrch_11"	17	9.635	0.71	101011	"010214-27-4"	43
"LibSrch_11"	18	9.732	0.18	217343	"017367-38-3"	12
"LibSrch_11"	19	10.084	1.16	65503	"1000197-42-9"	10
"LibSrch_11"	20	10.485	0.17	64729	"094427-47-1"	9
"LibSrch_11"	21	10.725	3.34	126312	"000511-15-9"	27
"LibSrch_11"	22	13.282	0.19	126315	"024035-43-6"	27
"LibSrch_11"	23	13.739	0.39	125466	"002768-84-5"	27
"LibSrch_11"	24	14.34	0.22	109370	"1000197-90-8"	25
"LibSrch_11"	25	15.19	0.23	76733	"001873-88-7"	23
"LibSrch_11"	26	15.655	0.18	64745	"1000340-19-1"	22
"LibSrch_12"	1	3.993	0.22	1408	"000107-86-8"	9
"LibSrch_12"	2	4.77	0.38	351	"000075-00-3"	9
"LibSrch_12"	3	5.275	1.04	1439	"034314-83-5"	9
"LibSrch_12"	4	5.355	0.77	15616	"003779-61-1"	43
"LibSrch_12"	5	5.555	0.16	15516	"007785-26-4"	38
"LibSrch_12"	6	5.764	0.46	5444	"000818-48-4"	27
"LibSrch_12"	7	5.804	0.83	15500	"000127-91-3"	93
"LibSrch_12"	8	6.293	0.24	15545	"005208-50-4"	87
"LibSrch_12"	9	7.487	68.18	15721	"018172-67-3"	87
"LibSrch_12"	10	7.976	2.09	15517	"007785-70-8"	60
"LibSrch_12"	11	8.441	0.3	15500	"000127-91-3"	60
"LibSrch_12"	12	8.689	0.31	15707	"002437-95-8"	53
"LibSrch_12"	13	8.754	0.46	15514	"007785-26-4"	58
"LibSrch_12"	14	9.05	4.58	15515	"007785-70-8"	58
"LibSrch_12"	15	9.098	0.15	15655	"000099-84-3"	49
"LibSrch_12"	16	9.299	0.67	15483	"000138-86-3"	91
"LibSrch_12"	17	9.363	0.21	15493	"005989-27-5"	86
"LibSrch_12"	18	9.451	0.98	15494	"005989-27-5"	86
"LibSrch_12"	19	9.507	0.36	15700	"000498-15-7"	81
"LibSrch_12"	20	9.539	0.26	15514	"007785-26-4"	68
"LibSrch_12"	21	9.627	2.11	15515	"007785-70-8"	64
"LibSrch_12"	22	9.667	2.77	15688	"000099-86-5"	90
"LibSrch_12"	23	9.772	0.46	15653	"000554-61-0"	90
"LibSrch_12"	24	10.084	5.58	15670	"000586-62-9"	87
"LibSrch_12"	25	10.397	0.26	16250	"000099-89-8"	97
"LibSrch_12"	26	10.477	0.58	16258	"000618-45-1"	94
"LibSrch_12"	27	10.573	0.38	16256	"000099-89-8"	91
"LibSrch_12"	28	10.725	2.12	56274	"000076-49-3"	92
"LibSrch_12"	29	10.83	0.15	15641	"1000145-84-2"	81
"LibSrch_12"	30	11.543	0.27	56284	"000125-12-2"	78
"LibSrch_12"	31	13.274	0.2	62285	"017699-14-8"	76
"LibSrch_12"	32	13.394	0.14	62286	"017699-14-8"	64
"LibSrch_12"	33	13.571	0.33	62245	"003856-25-5"	59
"LibSrch_12"	34	13.723	0.7	62286	"017699-14-8"	93
"LibSrch_12"	35	15.182	0.34	62285	"017699-14-8"	70
"LibSrch_12"	36	15.262	0.31	62245	"003856-25-5"	59
"LibSrch_12"	37	15.703	0.31	62556	"017334-55-3"	76
"LibSrch_12"	38	15.759	0.33	62423	"023986-74-5"	72
"LibSrch_12"	1	3.993	0.22	62563	"013744-15-5"	64
"LibSrch_12"	2	4.77	0.38	62261	"000087-44-5"	96
"LibSrch_12"	3	5.275	1.04	62432	"000118-65-0"	64
"LibSrch_12"	4	5.355	0.77	51791	"1000062-28-4"	52
"LibSrch_12"	5	5.555	0.16	62555	"017334-55-3"	59
"LibSrch_12"	6	5.764	0.46	143430	"339239-69-9"	59
"LibSrch_12"	7	5.804	0.83	30903	"002958-62-5"	58
"LibSrch_12"	8	6.293	0.24	62361	"1000062-61-9"	94
"LibSrch_12"	9	7.487	68.18	62312	"006753-98-6"	90
"LibSrch_12"	10	7.976	2.09	62309	"006753-98-6"	87
"LibSrch_12"	11	8.441	0.3	62246	"003856-25-5"	81
"LibSrch_12"	12	8.689	0.31	62421	"023986-74-5"	76
"LibSrch_12"	13	8.754	0.46	62441	"000483-76-1"	74
"LibSrch_12"	14	9.05	4.58	62563	"013744-15-5"	96
"LibSrch_12"	15	9.098	0.15	62421	"023986-74-5"	96
"LibSrch_12"	16	9.299	0.67	62525	"030021-74-0"	81
"LibSrch_12"	17	9.363	0.21	62470	"031983-22-9"	99
"LibSrch_12"	18	9.451	0.98	62469	"031983-22-9"	94
"LibSrch_12"	19	9.507	0.36	62291	"010208-80-7"	94
"LibSrch_12"	20	9.539	0.26	62379	"150320-52-8"	81
"LibSrch_12"	21	9.627	2.11	62330	"054324-03-7"	81
"LibSrch_12"	22	9.667	2.77	62563	"013744-15-5"	76
"LibSrch_12"	23	9.772	0.46	62439	"000483-76-1"	95
"LibSrch_12"	24	10.084	5.58	62440	"000483-76-1"	94
"LibSrch_12"	25	10.397	0.26	62441	"000483-76-1"	93
"LibSrch_12"	26	10.477	0.58	62441	"000483-76-1"	78
"LibSrch_12"	27	10.573	0.38	62429	"056348-21-1"	78
"LibSrch_12"	28	10.725	2.12	62530	"030021-74-0"	78
"LibSrch_12"	29	10.83	0.15	62249	"1000156-10-8"	91
"LibSrch_12"	30	11.543	0.27	62439	"000483-76-1"	90
"LibSrch_12"	31	13.274	0.2	62469	"031983-22-9"	70
"LibSrch_12"	32	13.394	0.14	62441	"000483-76-1"	52
"LibSrch_12"	33	13.571	0.33	62415	"000483-75-0"	52
"LibSrch_12"	34	13.723	0.7	62421	"023986-74-5"	42
"LibSrch_12"	35	15.182	0.34	62536	"025246-27-9"	53
"LibSrch_12"	36	15.262	0.31	62452	"000515-17-3"	47
"LibSrch_12"	37	15.703	0.31	62314	"050894-66-1"	47
"LibSrch_12"	38	15.759	0.33	62379	"150320-52-8"	93
"LibSrch_12"	1	3.993	0.22	62330	"054324-03-7"	89
"LibSrch_12"	2	4.77	0.38	62441	"000483-76-1"	83
"LibSrch_12"	3	5.275	1.04	76472	"000481-34-5"	95
"LibSrch_12"	4	5.355	0.77	62528	"030021-74-0"	74
"LibSrch_12"	5	5.555	0.16	62525	"030021-74-0"	72
"LibSrch_12"	6	5.764	0.46	62534	"000489-29-2"	90
"LibSrch_12"	7	5.804	0.83	62532	"020071-49-2"	70
"LibSrch_12"	8	6.293	0.24	62548	"000489-40-7"	64
"LibSrch_12"	9	7.487	68.18	180472	"1000296-37-5"	22
"LibSrch_12"	10	7.976	2.09	15695	"024524-57-0"	22
"LibSrch_12"	11	8.441	0.3	16246	"003855-26-3"	22
"LibSrch_12"	12	8.689	0.31	16757	"000473-55-2"	50
"LibSrch_12"	13	8.754	0.46	98081	"061886-64-4"	38
"LibSrch_12"	14	9.05	4.58	10600	"053366-57-7"	38
"LibSrch_12"	15	9.098	0.15	115468	"001686-67-5"	52
"LibSrch_12"	16	9.299	0.67	115470	"001686-67-5"	50
"LibSrch_12"	17	9.363	0.21	115469	"001686-67-5"	50
"LibSrch_12"	18	9.451	0.98	115432	"020070-61-5"	35
"LibSrch_12"	19	9.507	0.36	14726	"062690-65-7"	25
"LibSrch_12"	20	9.539	0.26	115402	"001224-94-8"	22
"LibSrch_12"	21	9.627	2.11	129375	"000596-85-0"	50
"LibSrch_12"	22	9.667	2.77	119885	"054964-84-0"	47
"LibSrch_12"	23	9.772	0.46	34477	"066660-38-6"	43
"LibSrch_12"	24	10.084	5.58	133803	"000150-86-7"	53
"LibSrch_12"	25	10.397	0.26	133807	"000150-86-7"	53
"LibSrch_12"	26	10.477	0.58	27870	"023283-97-8"	43
"LibSrch_12"	27	10.573	0.38	126190	"1000119-75-1"	49
"LibSrch_12"	28	10.725	2.12	126339	"006673-73-0"	38
"LibSrch_12"	29	10.83	0.15	125864	"082652-19-5"	38
"LibSrch_12"	30	11.543	0.27	64750	"037945-37-2"	22
"LibSrch_12"	31	13.274	0.2	64458	"339352-50-0"	17
"LibSrch_12"	32	13.394	0.14	122005	"300862-83-3"	12
"LibSrch_12"	33	13.571	0.33	149061	"003513-69-7"	45
"LibSrch_12"	34	13.723	0.7	149053	"033892-22-7"	25
"LibSrch_12"	35	15.182	0.34	149049	"033536-85-5"	25
"LibSrch_12"	36	15.262	0.31	65640	"1000196-01-5"	35
"LibSrch_12"	37	15.703	0.31	125446	"1000217-09-6"	27
"LibSrch_12"	38	15.759	0.33	121602	"037558-29-5"	27
"LibSrch_13"	1	4.778	0.34	15517	"007785-70-8"	93
"LibSrch_13"	2	4.987	0.27	15707	"002437-95-8"	89
"LibSrch_13"	3	5.075	0.18	15615	"003338-55-4"	70
"LibSrch_13"	4	5.195	0.45	15605	"029548-02-5"	70
"LibSrch_13"	5	5.275	1.97	15606	"029548-02-5"	64
"LibSrch_13"	6	5.347	1.3	15481	"000079-92-5"	55
"LibSrch_13"	7	5.556	0.4	15647	"000464-17-5"	35
"LibSrch_13"	8	5.612	0.34	32893	"1000221-84-7"	32
"LibSrch_13"	9	5.756	1.06	11343	"001004-24-6"	32
"LibSrch_13"	10	5.804	1.74	15655	"000099-84-3"	81
"LibSrch_13"	11	6.293	0.56	15639	"1000162-25-4"	72
"LibSrch_13"	12	7.495	56.81	15700	"000498-15-7"	59
"LibSrch_13"	13	7.976	3.82	15517	"007785-70-8"	94
"LibSrch_13"	14	8.441	1.01	15500	"000127-91-3"	93
"LibSrch_13"	15	8.69	0.76	15686	"000099-85-4"	91
"LibSrch_13"	16	8.754	1.29	15500	"000127-91-3"	97
"LibSrch_13"	17	9.05	5.02	15721	"018172-67-3"	95
"LibSrch_13"	18	9.227	0.33	15517	"007785-70-8"	93
"LibSrch_13"	19	9.299	0.92	15678	"000099-85-4"	87
"LibSrch_13"	20	9.355	0.47	15515	"007785-70-8"	87
"LibSrch_13"	21	9.395	0.16	15686	"000099-85-4"	87
"LibSrch_13"	22	9.451	0.38	15480	"013466-78-9"	93
"LibSrch_13"	23	9.507	0.95	15515	"007785-70-8"	91
"LibSrch_13"	24	9.547	0.7	15514	"007785-26-4"	91
"LibSrch_13"	25	9.627	1.58	15493	"005989-27-5"	90
"LibSrch_13"	26	9.676	11.36	15690	"005989-54-8"	68
"LibSrch_13"	27	9.756	0.58	15699	"000471-84-1"	64
"LibSrch_13"	28	10.084	2.89	15692	"001461-27-4"	70
"LibSrch_13"	29	10.205	0.17	15686	"000099-85-4"	60
"LibSrch_13"	30	10.397	0.59	15700	"000498-15-7"	58
"LibSrch_13"	31	10.493	0.26	15648	"000554-61-0"	96
"LibSrch_13"	32	10.581	0.11	15665	"000586-62-9"	94
"LibSrch_13"	33	13.274	0.16	15669	"000586-62-9"	94
"LibSrch_13"	34	13.731	0.23	16250	"000099-89-8"	95
"LibSrch_13"	35	14.364	0.12	16258	"000618-45-1"	94
"LibSrch_13"	36	15.182	0.26	16256	"000099-89-8"	91
"LibSrch_13"	37	15.27	0.14	56274	"000076-49-3"	97
"LibSrch_13"	38	15.711	0.13	56372	"092618-89-8"	97
"LibSrch_13"	39	16.16	0.16	56390	"005655-61-8"	95
"LibSrch_13"	1	4.778	0.34	62283	"017699-14-8"	95
"LibSrch_13"	2	4.987	0.27	62285	"017699-14-8"	93
"LibSrch_13"	3	5.075	0.18	62286	"017699-14-8"	93
"LibSrch_13"	4	5.195	0.45	62244	"003856-25-5"	98
"LibSrch_13"	5	5.275	1.97	62285	"017699-14-8"	93
"LibSrch_13"	6	5.347	1.3	62441	"000483-76-1"	89
"LibSrch_13"	7	5.556	0.4	62563	"013744-15-5"	96
"LibSrch_13"	8	5.612	0.34	62562	"013744-15-5"	94
"LibSrch_13"	9	5.756	1.06	62423	"023986-74-5"	90
"LibSrch_13"	10	5.804	1.74	62261	"000087-44-5"	96
"LibSrch_13"	11	6.293	0.56	62375	"013877-93-5"	55
"LibSrch_13"	12	7.495	56.81	41642	"1000151-26-0"	55
"LibSrch_13"	13	7.976	3.82	62441	"000483-76-1"	87
"LibSrch_13"	14	8.441	1.01	62258	"041702-63-0"	74
"LibSrch_13"	15	8.69	0.76	62179	"124790-36-9"	60
"LibSrch_13"	16	8.754	1.29	62311	"006753-98-6"	96
"LibSrch_13"	17	9.05	5.02	62361	"1000062-61-9"	86
"LibSrch_13"	18	9.227	0.33	15615	"003338-55-4"	81
"LibSrch_13"	19	9.299	0.92	62441	"000483-76-1"	91
"LibSrch_13"	20	9.355	0.47	62438	"000483-76-1"	87
"LibSrch_13"	21	9.395	0.16	62525	"030021-74-0"	87
"LibSrch_13"	22	9.451	0.38	62535	"025246-27-9"	70
"LibSrch_13"	23	9.507	0.95	62260	"109119-91-7"	60
"LibSrch_13"	24	9.547	0.7	62433	"000118-65-0"	49
"LibSrch_13"	25	9.627	1.58	62421	"023986-74-5"	97
"LibSrch_13"	26	9.676	11.36	62563	"013744-15-5"	83
"LibSrch_13"	27	9.756	0.58	62245	"003856-25-5"	49
"LibSrch_13"	28	10.084	2.89	62470	"031983-22-9"	99
"LibSrch_13"	29	10.205	0.17	62525	"030021-74-0"	97
"LibSrch_13"	30	10.397	0.59	62291	"010208-80-7"	94
"LibSrch_13"	31	10.493	0.26	62379	"150320-52-8"	91
"LibSrch_13"	32	10.581	0.11	62563	"013744-15-5"	90
"LibSrch_13"	33	13.274	0.16	62441	"000483-76-1"	81
"LibSrch_13"	34	13.731	0.23	62440	"000483-76-1"	93
"LibSrch_13"	35	14.364	0.12	62439	"000483-76-1"	90
"LibSrch_13"	36	15.182	0.26	62441	"000483-76-1"	87
"LibSrch_13"	37	15.27	0.14	62379	"150320-52-8"	87
"LibSrch_13"	38	15.711	0.13	62530	"030021-74-0"	70
"LibSrch_13"	39	16.16	0.16	62246	"003856-25-5"	64
"LibSrch_13"	1	4.778	0.34	62408	"016728-99-7"	95
"LibSrch_13"	2	4.987	0.27	62407	"016728-99-7"	91
"LibSrch_13"	3	5.075	0.18	62285	"017699-14-8"	72
"LibSrch_13"	4	5.195	0.45	62530	"030021-74-0"	93
"LibSrch_13"	5	5.275	1.97	62517	"039029-41-9"	81
"LibSrch_13"	6	5.347	1.3	62421	"023986-74-5"	58
"LibSrch_13"	7	5.556	0.4	62048	"136704-98-8"	38
"LibSrch_13"	8	5.612	0.34	62414	"000483-75-0"	30
"LibSrch_13"	9	5.756	1.06	62490	"017627-24-6"	30
"LibSrch_13"	10	5.804	1.74	62438	"000483-76-1"	60
"LibSrch_13"	11	6.293	0.56	76470	"005937-11-1"	49
"LibSrch_13"	12	7.495	56.81	62440	"000483-76-1"	46
"LibSrch_13"	13	7.976	3.82	62528	"030021-74-0"	70
"LibSrch_13"	14	8.441	1.01	62515	"087064-18-4"	52
"LibSrch_13"	15	8.69	0.76	62257	"001405-16-9"	46
"LibSrch_13"	16	8.754	1.29	62220	"1000195-43-0"	55
"LibSrch_13"	17	9.05	5.02	62480	"000475-20-7"	50
"LibSrch_13"	18	9.227	0.33	62515	"087064-18-4"	45
"LibSrch_13"	19	9.299	0.92	115103	"1000347-96-8"	72
"LibSrch_13"	20	9.355	0.47	114623	"1000332-00-7"	52
"LibSrch_13"	21	9.395	0.16	103530	"022877-22-1"	50
"LibSrch_13"	22	9.451	0.38	133803	"000150-86-7"	50
"LibSrch_13"	23	9.507	0.95	133804	"000150-86-7"	47
"LibSrch_13"	24	9.547	0.7	27870	"023283-97-8"	43
"LibSrch_13"	25	9.627	1.58	64458	"339352-50-0"	9
"LibSrch_13"	26	9.676	11.36	33652	"006120-10-1"	9
"LibSrch_13"	27	9.756	0.58	64801	"1000160-35-2"	9
"LibSrch_13"	28	10.084	2.89	126339	"006673-73-0"	46
"LibSrch_13"	29	10.205	0.17	125864	"082652-19-5"	42
"LibSrch_13"	30	10.397	0.59	126311	"007715-48-2"	30
"LibSrch_13"	31	10.493	0.26	64750	"037945-37-2"	22
"LibSrch_13"	32	10.581	0.11	64458	"339352-50-0"	17
"LibSrch_13"	33	13.274	0.16	134882	"1000111-66-9"	14
"LibSrch_13"	34	13.731	0.23	65643	"1000077-92-4"	25
"LibSrch_13"	35	14.364	0.12	78070	"000644-78-0"	22
"LibSrch_13"	36	15.182	0.26	64458	"339352-50-0"	16
"LibSrch_13"	37	15.27	0.14	76733	"001873-88-7"	47
"LibSrch_13"	38	15.711	0.13	64601	"1000129-52-1"	43
"LibSrch_13"	39	16.16	0.16	76685	"000541-05-9"	37
"LibSrch_14"	1	4.778	0.14	15707	"002437-95-8"	91
"LibSrch_14"	2	5.187	0.21	15570	"013877-91-3"	62
"LibSrch_14"	3	5.283	0.66	15615	"003338-55-4"	62
"LibSrch_14"	4	5.347	0.42	15530	"000555-10-2"	86
"LibSrch_14"	5	5.556	0.32	15655	"000099-84-3"	81
"LibSrch_14"	6	5.756	0.71	15705	"028634-89-1"	80
"LibSrch_14"	7	5.804	0.97	15517	"007785-70-8"	93
"LibSrch_14"	8	6.293	0.54	15707	"002437-95-8"	93
"LibSrch_14"	9	6.758	0.49	15655	"000099-84-3"	91
"LibSrch_14"	10	6.846	0.45	15707	"002437-95-8"	90
"LibSrch_14"	11	7.519	69.81	15517	"007785-70-8"	74
"LibSrch_14"	12	7.976	1.08	15655	"000099-84-3"	74
"LibSrch_14"	13	8.096	0.15	15480	"013466-78-9"	93
"LibSrch_14"	14	8.441	0.3	15645	"004889-83-2"	87
"LibSrch_14"	15	8.69	0.28	15485	"013466-78-9"	83
"LibSrch_14"	16	8.754	0.44	15580	"003760-14-3"	81
"LibSrch_14"	17	9.05	3.92	15644	"013898-73-2"	72
"LibSrch_14"	18	9.235	0.23	15720	"005113-87-1"	68
"LibSrch_14"	19	9.299	0.72	15692	"001461-27-4"	70
"LibSrch_14"	20	9.363	0.41	15493	"005989-27-5"	70
"LibSrch_14"	21	9.467	1.11	15478	"000138-86-3"	68
"LibSrch_14"	22	9.507	1.13	15665	"000586-62-9"	94
"LibSrch_14"	23	9.587	0.21	15648	"000554-61-0"	93
"LibSrch_14"	24	9.635	1.9	15670	"000586-62-9"	91
"LibSrch_14"	25	9.675	2.85	16258	"000618-45-1"	90
"LibSrch_14"	26	9.772	0.38	16250	"000099-89-8"	90
"LibSrch_14"	27	9.98	0.22	16257	"000088-69-7"	87
"LibSrch_14"	28	10.084	1.31	16256	"000099-89-8"	90
"LibSrch_14"	29	10.172	1.03	16255	"000618-45-1"	90
"LibSrch_14"	30	10.341	0.21	16250	"000099-89-8"	90
"LibSrch_14"	31	10.397	0.19	16250	"000099-89-8"	95
"LibSrch_14"	32	10.493	1.02	16258	"000618-45-1"	94
"LibSrch_14"	33	10.573	1.09	16256	"000099-89-8"	91
"LibSrch_14"	34	10.725	0.97	56274	"000076-49-3"	98
"LibSrch_14"	35	11.15	0.15	56390	"005655-61-8"	92
"LibSrch_14"	36	11.543	0.36	45809	"001200-67-5"	83
"LibSrch_14"	37	11.856	0.29	16236	"001687-64-5"	53
"LibSrch_14"	38	12.088	0.14	16037	"054840-34-5"	50
"LibSrch_14"	39	12.433	0.16	16258	"000618-45-1"	50
"LibSrch_14"	40	13.274	0.3	62286	"017699-14-8"	94
"LibSrch_14"	41	13.571	0.22	62283	"017699-14-8"	93
"LibSrch_14"	42	13.723	0.43	62245	"003856-25-5"	64
"LibSrch_14"	43	14.356	0.29	62245	"003856-25-5"	86
